9312	528520364	XM_001337519	XM_001337519.3	7955
516	402896359	XM_003911221	XM_003911221.1	9555
516	402896357	XM_003911220	XM_003911220.1	9555
516	585683429	XM_006892491	XM_006892491.1	28737
516	585683427	XM_006892490	XM_006892490.1	28737
516	585683423	XM_006892489	XM_006892489.1	28737
516	564261175	XM_006269428	XM_006269428.1	8496
516	564261173	XM_006269427	XM_006269427.1	8496
516	564261171	XM_006269426	XM_006269426.1	8496
516	564261169	XM_006269425	XM_006269425.1	8496
516	557283006	XM_006024329	XM_006024329.1	38654
516	557283004	XM_006024328	XM_006024328.1	38654
516	557283002	XM_006024327	XM_006024327.1	38654
516	557283000	XM_006024326	XM_006024326.1	38654
516	557282998	XM_006024325	XM_006024325.1	38654
516	557282996	XM_006024324	XM_006024324.1	38654
516	557282994	XM_006024323	XM_006024323.1	38654
17474	558100869	XM_006082958	XM_006082958.1	59463
27830	145553996	NM_001085355	NM_001085355.1	10090
27830	26093702	AK049919	AK049919.1	10090
27830	26093201	AK048918	AK048918.1	10090
27830	22038493	AC084826	AC084826.4	10090
27830	82654642	AC166064	AC166064.4	10090
3402	83318690	CT009635	CT009635.18	10090
3402	57863218	AC154679	AC154679.2	10090
3402	133893139	NM_024254	NM_024254.3	10090
3402	15214556	BC012402	BC012402.1	10090
3402	13096839	BC003216	BC003216.1	10090
3402	74220288	AK152570	AK152570.1	10090
3402	74219818	AK168639	AK168639.1	10090
3402	74193289	AK151464	AK151464.1	10090
3402	74181338	AK150905	AK150905.1	10090
3402	26331753	AK036861	AK036861.1	10090
3402	12846253	AK010654	AK010654.1	10090
3402	51593582	BC080661	BC080661.1	10090
3402	564342251	XM_006234712	XM_006234712.1	10116
3402	172354613	NM_001109645	NM_001109645.2	10116
3402	23894529	AL683897	AL683897.5	10090
3402	524921123	XM_005064776	XM_005064776.1	10036
4594	83318690	CT009635	CT009635.18	10090
4594	57863218	AC154679	AC154679.2	10090
4594	133893139	NM_024254	NM_024254.3	10090
4594	15214556	BC012402	BC012402.1	10090
4594	13096839	BC003216	BC003216.1	10090
4594	74219818	AK168639	AK168639.1	10090
4594	74193289	AK151464	AK151464.1	10090
4594	74181338	AK150905	AK150905.1	10090
4594	26331753	AK036861	AK036861.1	10090
4594	12846253	AK010654	AK010654.1	10090
4594	51593582	BC080661	BC080661.1	10090
4594	74220288	AK152570	AK152570.1	10090
4594	524921123	XM_005064776	XM_005064776.1	10036
4594	23894529	AL683897	AL683897.5	10090
4594	23894529	AL683897	AL683897.5	10090
405	83318690	CT009635	CT009635.18	10090
405	57863218	AC154679	AC154679.2	10090
405	133893139	NM_024254	NM_024254.3	10090
405	15214556	BC012402	BC012402.1	10090
405	13096839	BC003216	BC003216.1	10090
405	74219818	AK168639	AK168639.1	10090
405	74193289	AK151464	AK151464.1	10090
405	74181338	AK150905	AK150905.1	10090
405	26331753	AK036861	AK036861.1	10090
405	12846253	AK010654	AK010654.1	10090
405	51593582	BC080661	BC080661.1	10090
405	74220288	AK152570	AK152570.1	10090
405	564342251	XM_006234712	XM_006234712.1	10116
405	172354613	NM_001109645	NM_001109645.2	10116
405	298916388	FQ219931	FQ219931.1	10116
405	23894529	AL683897	AL683897.5	10090
405	23894529	AL683897	AL683897.5	10090
26394	83318690	CT009635	CT009635.18	10090
26394	57863218	AC154679	AC154679.2	10090
26394	133893139	NM_024254	NM_024254.3	10090
26394	15214556	BC012402	BC012402.1	10090
26394	13096839	BC003216	BC003216.1	10090
26394	74220288	AK152570	AK152570.1	10090
26394	74219818	AK168639	AK168639.1	10090
26394	74193289	AK151464	AK151464.1	10090
26394	74181338	AK150905	AK150905.1	10090
26394	26331753	AK036861	AK036861.1	10090
26394	12846253	AK010654	AK010654.1	10090
26394	51593582	BC080661	BC080661.1	10090
26394	23894529	AL683897	AL683897.5	10090
26394	532042915	XM_005364230	XM_005364230.1	79684
26394	524921123	XM_005064776	XM_005064776.1	10036
14143	83318690	CT009635	CT009635.18	10090
14143	57863218	AC154679	AC154679.2	10090
14143	133893139	NM_024254	NM_024254.3	10090
14143	15214556	BC012402	BC012402.1	10090
14143	13096839	BC003216	BC003216.1	10090
14143	74219818	AK168639	AK168639.1	10090
14143	74193289	AK151464	AK151464.1	10090
14143	74181338	AK150905	AK150905.1	10090
14143	26331753	AK036861	AK036861.1	10090
14143	12846253	AK010654	AK010654.1	10090
14143	51593582	BC080661	BC080661.1	10090
14143	74220288	AK152570	AK152570.1	10090
14143	564342251	XM_006234712	XM_006234712.1	10116
14143	172354613	NM_001109645	NM_001109645.2	10116
14143	354482903	XM_003503587	XM_003503587.1	10029
14143	589960284	XM_006992658	XM_006992658.1	230844
14143	532042915	XM_005364230	XM_005364230.1	79684
14143	524921123	XM_005064776	XM_005064776.1	10036
14143	23894529	AL683897	AL683897.5	10090
14143	23894529	AL683897	AL683897.5	10090
3084	83318690	CT009635	CT009635.18	10090
3084	57863218	AC154679	AC154679.2	10090
3084	133893139	NM_024254	NM_024254.3	10090
3084	15214556	BC012402	BC012402.1	10090
3084	13096839	BC003216	BC003216.1	10090
3084	74220288	AK152570	AK152570.1	10090
3084	74219818	AK168639	AK168639.1	10090
3084	74193289	AK151464	AK151464.1	10090
3084	74181338	AK150905	AK150905.1	10090
3084	26331753	AK036861	AK036861.1	10090
3084	12846253	AK010654	AK010654.1	10090
3084	51593582	BC080661	BC080661.1	10090
3084	564342251	XM_006234712	XM_006234712.1	10116
3084	172354613	NM_001109645	NM_001109645.2	10116
3084	23894529	AL683897	AL683897.5	10090
3084	532042915	XM_005364230	XM_005364230.1	79684
3084	524921123	XM_005064776	XM_005064776.1	10036
3084	354482903	XM_003503587	XM_003503587.1	10029
3084	298916388	FQ219931	FQ219931.1	10116
3084	403267690	XM_003925899	XM_003925899.1	39432
3084	507578150	XM_004672540	XM_004672540.1	51337
3084	472390260	XM_004414387	XM_004414387.1	9708
3084	594665554	XM_007180823	XM_007180823.1	310752
3084	593744851	XM_007127723	XM_007127723.1	9755
3084	593744849	XM_007127722	XM_007127722.1	9755
3084	578827399	XM_006720684	XM_006720684.1	9606
3084	545196059	XM_005603167	XM_005603167.1	9796
3084	544442279	XM_005559082	XM_005559082.1	9541
3084	544442277	XM_005559081	XM_005559081.1	9541
3084	530406450	XM_005254668	XM_005254668.1	9606
3084	530406448	XM_005254667	XM_005254667.1	9606
3084	530406446	XM_005254666	XM_005254666.1	9606
3084	478494157	XM_004421370	XM_004421370.1	73337
3084	470596409	XM_004310933	XM_004310933.1	9739
3084	466029934	XM_004274041	XM_004274041.1	9733
3084	426378508	XM_004065331	XM_004065331.1	9595
3084	403289322	XM_003935760	XM_003935760.1	39432
3084	402873860	XM_003900723	XM_003900723.1	9555
3084	397466510	XM_003804950	XM_003804950.1	9597
3084	390468778	XM_002753585	XM_002753585.2	9483
3084	332247373	XM_003272785	XM_003272785.1	61853
3084	301779677	XM_002925208	XM_002925208.1	9646
3084	297696222	XM_002825257	XM_002825257.1	9601
3084	194688139	NM_024713	NM_024713.2	9606
3084	168743994	CU693167	CU693167.1	32630
3084	158262056	NR_003954	NR_003954.1	9606
3084	158259502	AK293021	AK293021.1	9606
3084	117645889	AM393535	AM393535.1	32630
3084	114656155	XM_001165269	XM_001165269.1	9598
3084	45709624	BC067801	BC067801.1	9606
3084	11182157	AL138916	AL138916.14	9606
3084	10438985	AK026210	AK026210.1	9606
3084	83404924	BC111000	BC111000.1	9606
3084	21734278	AL833631	AL833631.1	9606
3084	20072804	BC026234	BC026234.1	9606
3084	12053310	AL136908	AL136908.1	9606
3084	591322933	XM_007087499	XM_007087499.1	74533
3084	586989365	XM_003987306	XM_003987306.2	9685
3084	586531364	XM_006920527	XM_006920527.1	9402
3084	562821399	XM_006140550	XM_006140550.1	246437
3084	562821397	XM_006140549	XM_006140549.1	246437
3084	562821395	XM_006140548	XM_006140548.1	246437
3084	560937287	XM_006194388	XM_006194388.1	419612
3084	548482244	XM_005685452	XM_005685452.1	9925
3084	507963473	XM_004687953	XM_004687953.1	143302
3084	426354834	XR_174965	XR_174965.1	9595
3084	426242225	XM_004014926	XM_004014926.1	9940
3084	426232919	XM_004010418	XM_004010418.1	9940
3084	24414566	AC079203	AC079203.9	9606
3084	332825176	XR_022405	XR_022405.2	9598
3084	594064110	XM_006056012	XM_006056012.1	89462
3084	594048754	XM_006048703	XM_006048703.1	89462
3084	584039266	XM_006778177	XM_006778177.1	225400
3084	558119418	XM_006087477	XM_006087477.1	59463
3084	556776549	XM_005983313	XM_005983313.1	59538
3084	556748770	XM_005969765	XM_005969765.1	59538
3084	556742002	XM_005966467	XM_005966467.1	59538
3084	555960888	XM_005892483	XM_005892483.1	72004
3084	554588926	XM_005885755	XM_005885755.1	109478
3084	532103190	XM_005337141	XM_005337141.1	43179
3084	513000026	XM_004861494	XM_004861494.1	10181
3084	512923044	XM_004904824	XM_004904824.1	10181
3084	504130958	XM_004578209	XM_004578209.1	9978
3084	312261279	NM_001199064	NM_001199064.1	9913
3084	291403308	XM_002718010	XM_002718010.1	9986
3084	291402369	XM_002717502	XM_002717502.1	9986
3084	558188389	XM_006102816	XM_006102816.1	59463
3084	298358204	NG_021880	NG_021880.1	9606
3084	16303417	AC091903	AC091903.2	9606
3084	514471856	XM_003475657	XM_003475657.2	10141
3084	302486876	NG_026267	NG_026267.1	9606
3084	29243373	AP005061	AP005061.3	9606
3084	22202836	AP005136	AP005136.2	9606
5235	83318690	CT009635	CT009635.18	10090
5235	57863218	AC154679	AC154679.2	10090
5235	133893139	NM_024254	NM_024254.3	10090
5235	15214556	BC012402	BC012402.1	10090
5235	13096839	BC003216	BC003216.1	10090
5235	74220288	AK152570	AK152570.1	10090
5235	74219818	AK168639	AK168639.1	10090
5235	74193289	AK151464	AK151464.1	10090
5235	74181338	AK150905	AK150905.1	10090
5235	26331753	AK036861	AK036861.1	10090
5235	12846253	AK010654	AK010654.1	10090
5235	51593582	BC080661	BC080661.1	10090
5235	23894529	AL683897	AL683897.5	10090
5235	564342251	XM_006234712	XM_006234712.1	10116
5235	172354613	NM_001109645	NM_001109645.2	10116
6681	83318690	CT009635	CT009635.18	10090
6681	57863218	AC154679	AC154679.2	10090
6681	133893139	NM_024254	NM_024254.3	10090
6681	15214556	BC012402	BC012402.1	10090
6681	13096839	BC003216	BC003216.1	10090
6681	74219818	AK168639	AK168639.1	10090
6681	74193289	AK151464	AK151464.1	10090
6681	74181338	AK150905	AK150905.1	10090
6681	26331753	AK036861	AK036861.1	10090
6681	12846253	AK010654	AK010654.1	10090
6681	51593582	BC080661	BC080661.1	10090
6681	74220288	AK152570	AK152570.1	10090
6681	564342251	XM_006234712	XM_006234712.1	10116
6681	172354613	NM_001109645	NM_001109645.2	10116
6681	298916388	FQ219931	FQ219931.1	10116
6681	524921123	XM_005064776	XM_005064776.1	10036
6681	23894529	AL683897	AL683897.5	10090
6681	23894529	AL683897	AL683897.5	10090
7581	83318690	CT009635	CT009635.18	10090
7581	57863218	AC154679	AC154679.2	10090
7581	133893139	NM_024254	NM_024254.3	10090
7581	15214556	BC012402	BC012402.1	10090
7581	13096839	BC003216	BC003216.1	10090
7581	74220288	AK152570	AK152570.1	10090
7581	74219818	AK168639	AK168639.1	10090
7581	74193289	AK151464	AK151464.1	10090
7581	74181338	AK150905	AK150905.1	10090
7581	26331753	AK036861	AK036861.1	10090
7581	12846253	AK010654	AK010654.1	10090
7581	51593582	BC080661	BC080661.1	10090
7581	564342251	XM_006234712	XM_006234712.1	10116
7581	172354613	NM_001109645	NM_001109645.2	10116
7581	298916388	FQ219931	FQ219931.1	10116
7581	532042915	XM_005364230	XM_005364230.1	79684
7581	23894529	AL683897	AL683897.5	10090
8308	83318690	CT009635	CT009635.18	10090
8308	57863218	AC154679	AC154679.2	10090
8308	133893139	NM_024254	NM_024254.3	10090
8308	15214556	BC012402	BC012402.1	10090
8308	13096839	BC003216	BC003216.1	10090
8308	74220288	AK152570	AK152570.1	10090
8308	74219818	AK168639	AK168639.1	10090
8308	74193289	AK151464	AK151464.1	10090
8308	74181338	AK150905	AK150905.1	10090
8308	26331753	AK036861	AK036861.1	10090
8308	12846253	AK010654	AK010654.1	10090
8308	51593582	BC080661	BC080661.1	10090
8308	532042915	XM_005364230	XM_005364230.1	79684
8308	524921123	XM_005064776	XM_005064776.1	10036
8308	564342251	XM_006234712	XM_006234712.1	10116
8308	544442279	XM_005559082	XM_005559082.1	9541
8308	544442277	XM_005559081	XM_005559081.1	9541
8308	504130958	XM_004578209	XM_004578209.1	9978
8308	426378508	XM_004065331	XM_004065331.1	9595
8308	426354834	XR_174965	XR_174965.1	9595
8308	402873860	XM_003900723	XM_003900723.1	9555
8308	397466510	XM_003804950	XM_003804950.1	9597
8308	390468778	XM_002753585	XM_002753585.2	9483
8308	354482903	XM_003503587	XM_003503587.1	10029
8308	332247373	XM_003272785	XM_003272785.1	61853
8308	298916388	FQ219931	FQ219931.1	10116
8308	194688139	NM_024713	NM_024713.2	9606
8308	172354613	NM_001109645	NM_001109645.2	10116
8308	168743994	CU693167	CU693167.1	32630
8308	158262056	NR_003954	NR_003954.1	9606
8308	158259502	AK293021	AK293021.1	9606
8308	117645889	AM393535	AM393535.1	32630
8308	114656155	XM_001165269	XM_001165269.1	9598
8308	45709624	BC067801	BC067801.1	9606
8308	11182157	AL138916	AL138916.14	9606
8308	10438985	AK026210	AK026210.1	9606
8308	83404924	BC111000	BC111000.1	9606
8308	21734278	AL833631	AL833631.1	9606
8308	20072804	BC026234	BC026234.1	9606
8308	12053310	AL136908	AL136908.1	9606
8308	545196059	XM_005603167	XM_005603167.1	9796
8308	513000026	XM_004861494	XM_004861494.1	10181
8308	512923044	XM_004904824	XM_004904824.1	10181
8308	507578150	XM_004672540	XM_004672540.1	51337
8308	505828571	XM_004609537	XM_004609537.1	42254
8308	478494157	XM_004421370	XM_004421370.1	73337
8308	472390260	XM_004414387	XM_004414387.1	9708
8308	395837620	XM_003791681	XM_003791681.1	30611
8308	332825176	XR_022405	XR_022405.2	9598
8308	297696222	XM_002825257	XM_002825257.1	9601
8308	594665554	XM_007180823	XM_007180823.1	310752
8308	593744851	XM_007127723	XM_007127723.1	9755
8308	593744849	XM_007127722	XM_007127722.1	9755
8308	586531364	XM_006920527	XM_006920527.1	9402
8308	560937287	XM_006194388	XM_006194388.1	419612
8308	533132406	XM_005381162	XM_005381162.1	34839
8308	533132404	XM_005381161	XM_005381161.1	34839
8308	533132402	XM_005381160	XM_005381160.1	34839
8308	533132400	XM_005381159	XM_005381159.1	34839
8308	507963473	XM_004687953	XM_004687953.1	143302
8308	470596409	XM_004310933	XM_004310933.1	9739
8308	466029934	XM_004274041	XM_004274041.1	9733
8308	403267690	XM_003925899	XM_003925899.1	39432
8308	548482244	XM_005685452	XM_005685452.1	9925
8308	426242225	XM_004014926	XM_004014926.1	9940
8308	426232919	XM_004010418	XM_004010418.1	9940
8308	301779677	XM_002925208	XM_002925208.1	9646
8308	584039266	XM_006778177	XM_006778177.1	225400
8308	558119418	XM_006087477	XM_006087477.1	59463
8308	554588926	XM_005885755	XM_005885755.1	109478
8308	532103190	XM_005337141	XM_005337141.1	43179
8308	507695521	XM_004643128	XM_004643128.1	10160
8308	344293947	XM_003418633	XM_003418633.1	9785
8308	291403308	XM_002718010	XM_002718010.1	9986
8308	291402369	XM_002717502	XM_002717502.1	9986
8308	594064110	XM_006056012	XM_006056012.1	89462
8308	594048754	XM_006048703	XM_006048703.1	89462
8308	556776549	XM_005983313	XM_005983313.1	59538
8308	556748770	XM_005969765	XM_005969765.1	59538
8308	556742002	XM_005966467	XM_005966467.1	59538
8308	555960888	XM_005892483	XM_005892483.1	72004
8308	312261279	NM_001199064	NM_001199064.1	9913
8308	23894529	AL683897	AL683897.5	10090
8308	586447383	XM_006831813	XM_006831813.1	185453
8308	562821399	XM_006140550	XM_006140550.1	246437
8308	562821397	XM_006140549	XM_006140549.1	246437
8308	562821395	XM_006140548	XM_006140548.1	246437
8308	488527166	XM_004455348	XM_004455348.1	9361
8308	558100869	XM_006082958	XM_006082958.1	59463
8308	543722641	XM_005502442	XM_005502442.1	8932
8308	514705428	XM_005009768	XM_005009768.1	8839
8308	514705426	XM_005009767	XM_005009767.1	8839
8308	298358204	NG_021880	NG_021880.1	9606
8308	16303417	AC091903	AC091903.2	9606
8308	530406450	XM_005254668	XM_005254668.1	9606
8308	24414566	AC079203	AC079203.9	9606
8308	578827399	XM_006720684	XM_006720684.1	9606
8308	530406448	XM_005254667	XM_005254667.1	9606
8308	530406446	XM_005254666	XM_005254666.1	9606
8308	541976543	XM_005441081	XM_005441081.1	345164
3109	83318690	CT009635	CT009635.18	10090
3109	57863218	AC154679	AC154679.2	10090
3109	133893139	NM_024254	NM_024254.3	10090
3109	15214556	BC012402	BC012402.1	10090
3109	13096839	BC003216	BC003216.1	10090
3109	74220288	AK152570	AK152570.1	10090
3109	74219818	AK168639	AK168639.1	10090
3109	74193289	AK151464	AK151464.1	10090
3109	74181338	AK150905	AK150905.1	10090
3109	26331753	AK036861	AK036861.1	10090
3109	12846253	AK010654	AK010654.1	10090
3109	51593582	BC080661	BC080661.1	10090
3109	23894529	AL683897	AL683897.5	10090
5286	83318690	CT009635	CT009635.18	10090
5286	57863218	AC154679	AC154679.2	10090
5286	133893139	NM_024254	NM_024254.3	10090
5286	15214556	BC012402	BC012402.1	10090
5286	13096839	BC003216	BC003216.1	10090
5286	74220288	AK152570	AK152570.1	10090
5286	74219818	AK168639	AK168639.1	10090
5286	74193289	AK151464	AK151464.1	10090
5286	74181338	AK150905	AK150905.1	10090
5286	26331753	AK036861	AK036861.1	10090
5286	12846253	AK010654	AK010654.1	10090
5286	51593582	BC080661	BC080661.1	10090
5286	23894529	AL683897	AL683897.5	10090
5286	564342251	XM_006234712	XM_006234712.1	10116
5286	532042915	XM_005364230	XM_005364230.1	79684
5286	524921123	XM_005064776	XM_005064776.1	10036
5286	172354613	NM_001109645	NM_001109645.2	10116
5286	403267690	XM_003925899	XM_003925899.1	39432
5286	354482903	XM_003503587	XM_003503587.1	10029
5286	298916388	FQ219931	FQ219931.1	10116
5286	390468778	XM_002753585	XM_002753585.2	9483
5286	544442279	XM_005559082	XM_005559082.1	9541
5286	544442277	XM_005559081	XM_005559081.1	9541
5286	426378508	XM_004065331	XM_004065331.1	9595
5286	402873860	XM_003900723	XM_003900723.1	9555
5286	397466510	XM_003804950	XM_003804950.1	9597
5286	332247373	XM_003272785	XM_003272785.1	61853
5286	297696222	XM_002825257	XM_002825257.1	9601
5286	194688139	NM_024713	NM_024713.2	9606
5286	168743994	CU693167	CU693167.1	32630
5286	158262056	NR_003954	NR_003954.1	9606
5286	158259502	AK293021	AK293021.1	9606
5286	117645889	AM393535	AM393535.1	32630
5286	114656155	XM_001165269	XM_001165269.1	9598
5286	45709624	BC067801	BC067801.1	9606
5286	11182157	AL138916	AL138916.14	9606
5286	10438985	AK026210	AK026210.1	9606
5286	83404924	BC111000	BC111000.1	9606
5286	21734278	AL833631	AL833631.1	9606
5286	20072804	BC026234	BC026234.1	9606
5286	12053310	AL136908	AL136908.1	9606
5286	545196059	XM_005603167	XM_005603167.1	9796
5286	507578150	XM_004672540	XM_004672540.1	51337
5286	505828571	XM_004609537	XM_004609537.1	42254
5286	478494157	XM_004421370	XM_004421370.1	73337
5286	472390260	XM_004414387	XM_004414387.1	9708
5286	426354834	XR_174965	XR_174965.1	9595
5286	530406450	XM_005254668	XM_005254668.1	9606
5286	504130958	XM_004578209	XM_004578209.1	9978
5286	395837620	XM_003791681	XM_003791681.1	30611
5286	24414566	AC079203	AC079203.9	9606
5286	594665554	XM_007180823	XM_007180823.1	310752
5286	593744851	XM_007127723	XM_007127723.1	9755
5286	593744849	XM_007127722	XM_007127722.1	9755
5286	586531364	XM_006920527	XM_006920527.1	9402
5286	578827399	XM_006720684	XM_006720684.1	9606
5286	560937287	XM_006194388	XM_006194388.1	419612
5286	530406448	XM_005254667	XM_005254667.1	9606
5286	530406446	XM_005254666	XM_005254666.1	9606
5286	513000026	XM_004861494	XM_004861494.1	10181
5286	512923044	XM_004904824	XM_004904824.1	10181
5286	507963473	XM_004687953	XM_004687953.1	143302
5286	507689988	XM_004712739	XM_004712739.1	9371
5286	470596409	XM_004310933	XM_004310933.1	9739
5286	466029934	XM_004274041	XM_004274041.1	9733
5286	403289322	XM_003935760	XM_003935760.1	39432
5286	301779677	XM_002925208	XM_002925208.1	9646
5286	591322933	XM_007087499	XM_007087499.1	74533
5286	586989365	XM_003987306	XM_003987306.2	9685
5286	562821399	XM_006140550	XM_006140550.1	246437
5286	562821397	XM_006140549	XM_006140549.1	246437
5286	562821395	XM_006140548	XM_006140548.1	246437
5286	548482244	XM_005685452	XM_005685452.1	9925
5286	532103190	XM_005337141	XM_005337141.1	43179
5286	426242225	XM_004014926	XM_004014926.1	9940
5286	426232919	XM_004010418	XM_004010418.1	9940
5286	332825176	XR_022405	XR_022405.2	9598
5286	594064110	XM_006056012	XM_006056012.1	89462
5286	594048754	XM_006048703	XM_006048703.1	89462
5286	584039266	XM_006778177	XM_006778177.1	225400
5286	558119418	XM_006087477	XM_006087477.1	59463
5286	556776549	XM_005983313	XM_005983313.1	59538
5286	556748770	XM_005969765	XM_005969765.1	59538
5286	556742002	XM_005966467	XM_005966467.1	59538
5286	555960888	XM_005892483	XM_005892483.1	72004
5286	554588926	XM_005885755	XM_005885755.1	109478
5286	514471856	XM_003475657	XM_003475657.2	10141
5286	507695521	XM_004643128	XM_004643128.1	10160
5286	312261279	NM_001199064	NM_001199064.1	9913
5286	291403308	XM_002718010	XM_002718010.1	9986
5286	291402369	XM_002717502	XM_002717502.1	9986
5286	298358204	NG_021880	NG_021880.1	9606
5286	16303417	AC091903	AC091903.2	9606
5286	591349778	XM_007069369	XM_007069369.1	8469
5286	530634184	XM_005303987	XM_005303987.1	8478
5286	530634182	XM_005303986	XM_005303986.1	8478
5286	543722641	XM_005502442	XM_005502442.1	8932
5286	514705428	XM_005009768	XM_005009768.1	8839
5286	514705426	XM_005009767	XM_005009767.1	8839
5286	326920648	XM_003206533	XM_003206533.1	9103
17803	133893139	NM_024254	NM_024254.3	10090
17803	15214556	BC012402	BC012402.1	10090
17803	13096839	BC003216	BC003216.1	10090
17803	74219818	AK168639	AK168639.1	10090
17803	74193289	AK151464	AK151464.1	10090
17803	74181338	AK150905	AK150905.1	10090
17803	26331753	AK036861	AK036861.1	10090
17803	12846253	AK010654	AK010654.1	10090
17803	83318690	CT009635	CT009635.18	10090
17803	57863218	AC154679	AC154679.2	10090
17803	51593582	BC080661	BC080661.1	10090
17803	74220288	AK152570	AK152570.1	10090
17803	564342251	XM_006234712	XM_006234712.1	10116
17803	172354613	NM_001109645	NM_001109645.2	10116
17803	354482903	XM_003503587	XM_003503587.1	10029
17803	589960284	XM_006992658	XM_006992658.1	230844
17803	532042915	XM_005364230	XM_005364230.1	79684
17803	524921123	XM_005064776	XM_005064776.1	10036
17803	507578150	XM_004672540	XM_004672540.1	51337
17803	23894529	AL683897	AL683897.5	10090
17803	23894529	AL683897	AL683897.5	10090
17803	533132406	XM_005381162	XM_005381162.1	34839
17803	533132404	XM_005381161	XM_005381161.1	34839
17803	533132402	XM_005381160	XM_005381160.1	34839
17803	533132400	XM_005381159	XM_005381159.1	34839
17803	507695521	XM_004643128	XM_004643128.1	10160
17803	298916388	FQ219931	FQ219931.1	10116
13042	83318690	CT009635	CT009635.18	10090
13042	57863218	AC154679	AC154679.2	10090
13042	133893139	NM_024254	NM_024254.3	10090
13042	15214556	BC012402	BC012402.1	10090
13042	13096839	BC003216	BC003216.1	10090
13042	74219818	AK168639	AK168639.1	10090
13042	74193289	AK151464	AK151464.1	10090
13042	74181338	AK150905	AK150905.1	10090
13042	26331753	AK036861	AK036861.1	10090
13042	12846253	AK010654	AK010654.1	10090
13042	51593582	BC080661	BC080661.1	10090
13042	74220288	AK152570	AK152570.1	10090
13042	524921123	XM_005064776	XM_005064776.1	10036
13042	23894529	AL683897	AL683897.5	10090
18714	83318690	CT009635	CT009635.18	10090
18714	57863218	AC154679	AC154679.2	10090
18714	133893139	NM_024254	NM_024254.3	10090
18714	15214556	BC012402	BC012402.1	10090
18714	13096839	BC003216	BC003216.1	10090
18714	74220288	AK152570	AK152570.1	10090
18714	74219818	AK168639	AK168639.1	10090
18714	74193289	AK151464	AK151464.1	10090
18714	74181338	AK150905	AK150905.1	10090
18714	26331753	AK036861	AK036861.1	10090
18714	12846253	AK010654	AK010654.1	10090
18714	51593582	BC080661	BC080661.1	10090
18714	532042915	XM_005364230	XM_005364230.1	79684
18714	564342251	XM_006234712	XM_006234712.1	10116
18714	524921123	XM_005064776	XM_005064776.1	10036
18714	403267690	XM_003925899	XM_003925899.1	39432
18714	172354613	NM_001109645	NM_001109645.2	10116
18714	23894529	AL683897	AL683897.5	10090
18714	544442279	XM_005559082	XM_005559082.1	9541
18714	544442277	XM_005559081	XM_005559081.1	9541
18714	426378508	XM_004065331	XM_004065331.1	9595
18714	402873860	XM_003900723	XM_003900723.1	9555
18714	397466510	XM_003804950	XM_003804950.1	9597
18714	390468778	XM_002753585	XM_002753585.2	9483
18714	354482903	XM_003503587	XM_003503587.1	10029
18714	332247373	XM_003272785	XM_003272785.1	61853
18714	298916388	FQ219931	FQ219931.1	10116
18714	297696222	XM_002825257	XM_002825257.1	9601
18714	194688139	NM_024713	NM_024713.2	9606
18714	168743994	CU693167	CU693167.1	32630
18714	158262056	NR_003954	NR_003954.1	9606
18714	158259502	AK293021	AK293021.1	9606
18714	117645889	AM393535	AM393535.1	32630
18714	114656155	XM_001165269	XM_001165269.1	9598
18714	45709624	BC067801	BC067801.1	9606
18714	11182157	AL138916	AL138916.14	9606
18714	10438985	AK026210	AK026210.1	9606
18714	83404924	BC111000	BC111000.1	9606
18714	21734278	AL833631	AL833631.1	9606
18714	20072804	BC026234	BC026234.1	9606
18714	12053310	AL136908	AL136908.1	9606
18714	426354834	XR_174965	XR_174965.1	9595
18714	545196059	XM_005603167	XM_005603167.1	9796
18714	507578150	XM_004672540	XM_004672540.1	51337
18714	505828571	XM_004609537	XM_004609537.1	42254
18714	504130958	XM_004578209	XM_004578209.1	9978
18714	478494157	XM_004421370	XM_004421370.1	73337
18714	472390260	XM_004414387	XM_004414387.1	9708
18714	395837620	XM_003791681	XM_003791681.1	30611
18714	594665554	XM_007180823	XM_007180823.1	310752
18714	593744851	XM_007127723	XM_007127723.1	9755
18714	593744849	XM_007127722	XM_007127722.1	9755
18714	586531364	XM_006920527	XM_006920527.1	9402
18714	584039266	XM_006778177	XM_006778177.1	225400
18714	560937287	XM_006194388	XM_006194388.1	419612
18714	558119418	XM_006087477	XM_006087477.1	59463
18714	554588926	XM_005885755	XM_005885755.1	109478
18714	532103190	XM_005337141	XM_005337141.1	43179
18714	530406450	XM_005254668	XM_005254668.1	9606
18714	513000026	XM_004861494	XM_004861494.1	10181
18714	512923044	XM_004904824	XM_004904824.1	10181
18714	507963473	XM_004687953	XM_004687953.1	143302
18714	507689988	XM_004712739	XM_004712739.1	9371
18714	470596409	XM_004310933	XM_004310933.1	9739
18714	466029934	XM_004274041	XM_004274041.1	9733
18714	332825176	XR_022405	XR_022405.2	9598
18714	24414566	AC079203	AC079203.9	9606
18714	578827399	XM_006720684	XM_006720684.1	9606
18714	530406448	XM_005254667	XM_005254667.1	9606
18714	530406446	XM_005254666	XM_005254666.1	9606
18714	594064110	XM_006056012	XM_006056012.1	89462
18714	594048754	XM_006048703	XM_006048703.1	89462
18714	591322933	XM_007087499	XM_007087499.1	74533
18714	586989365	XM_003987306	XM_003987306.2	9685
18714	562821399	XM_006140550	XM_006140550.1	246437
18714	562821397	XM_006140549	XM_006140549.1	246437
